ID,gene,t,P.Value,F1,CHR,MAPINFO,Strand,Type,feature,cgi,feat.cgi,UCSC_CpG_Islands_Name,DHS,Enhancer,Phantom,Probe_SNPs,Probe_SNPs_10,logFC,AveExpr
cg04372674,AQP1,14.53152705,3.95E-43,0.825516419,7,30951381,R,II,TSS200,opensea,TSS200-opensea,,,,,,,0.296806751,0.599483443
cg18691434,STAG3,14.53032795,4.00E-43,0.860786397,7,99775425,R,II,TSS200,island,TSS200-island,chr7:99774733-99775583,,,high-CpG:99613314-99613542,,,0.31965467,0.450801019
cg03949284,COL11A2,14.52934428,4.05E-43,0.836263169,6,33161333,F,I,TSS1500,island,TSS1500-island,chr6:33160945-33161337,TRUE,,,rs13437061,,0.327332355,0.403145526
cg03001305,STAT5A,14.5206787,4.49E-43,0.849056604,17,40439492,F,II,TSS200,shore,TSS200-shore,chr17:40440188-40441014,,TRUE,,,,0.31943153,0.537884627
cg22409100,SLC8A1,14.51892306,4.58E-43,0.848369857,2,40658918,R,II,TSS1500,opensea,TSS1500-opensea,,,TRUE,,,,0.268399344,0.602047591
cg02991338,FOXG1,14.51865434,4.59E-43,0.862221102,14,29236017,R,I,TSS1500,shore,TSS1500-shore,chr14:29236835-29237832,,,high-CpG:28305711-28305944,,,0.310636424,0.385916302
cg00663077,ZFP42,14.50585205,5.34E-43,0.85892341,4,188916709,R,I,TSS1500,island,TSS1500-island,chr4:188916605-188916876,,,,,,0.356062486,0.456279035
cg27039625,NT5E,14.50287627,5.53E-43,0.853868195,6,86159096,R,II,TSS1500,shore,TSS1500-shore,chr6:86159425-86160395,,,,,,0.294416797,0.51492852
cg09651145,AFAP1L1,14.49267408,6.24E-43,0.833455515,5,148651144,R,II,TSS1500,island,TSS1500-island,chr5:148650920-148651772,TRUE,,,,,0.405952799,0.487918273
cg12506930,ZNF154,14.47583512,7.62E-43,0.880681469,19,58220718,F,II,TSS200,shore,TSS200-shore,chr19:58220189-58220517,TRUE,,,,,0.370931379,0.580190741
cg08876932,PHOX2A,14.47257044,7.91E-43,0.870471723,11,71955547,F,I,TSS1500,island,TSS1500-island,chr11:71954816-71955659,TRUE,,,,,0.27796576,0.3316436
cg08151731,FBN1,14.46962467,8.19E-43,0.858773181,15,48938576,F,II,TSS1500,island,TSS1500-island,chr15:48936810-48938577,,,,,,0.32666937,0.345764002
cg17803175,PCSK1,14.45166677,1.01E-42,0.839477468,5,95769071,F,II,TSS200,island,TSS200-island,chr5:95768874-95769080,,,,rs2242385,,0.266285596,0.529017041
cg04279973,PRKCB,14.45073999,1.02E-42,0.90260631,16,23846968,R,II,TSS1500,island,TSS1500-island,chr16:23846941-23848102,TRUE,,,,,0.359433632,0.409077921
cg22546168,VENTX,14.44507498,1.09E-42,0.866014765,10,135050326,F,I,TSS1500,island,TSS1500-island,chr10:135048797-135052077,,TRUE,,,,0.27254209,0.349517005
cg00616135,LACTB,14.44104695,1.15E-42,0.885236313,15,63413614,F,II,TSS1500,shore,TSS1500-shore,chr15:63413918-63414852,,,,,,0.282114197,0.587931463
cg26644853,CX3CL1,14.43884943,1.18E-42,0.847155425,16,57406257,F,II,TSS200,opensea,TSS200-opensea,,TRUE,,,rs12917779,,0.304083232,0.475656097
cg10106804,GJA4,14.43692769,1.20E-42,0.864461738,1,35258594,F,I,TSS200,island,TSS200-island,chr1:35258564-35258791,,,,,,0.321242081,0.36881136
cg12727795,PDGFRB,14.42751166,1.35E-42,0.88156363,5,149535695,F,II,TSS1500,opensea,TSS1500-opensea,,,,,,,0.329296231,0.418848938
cg21304453,SLC4A11,14.42279658,1.42E-42,0.833275587,20,3218794,F,I,TSS1500,island,TSS1500-island,chr20:3218578-3220930,,,,,,0.283903099,0.496135068
cg21601837,ALDH1L1,14.42255238,1.43E-42,0.832116788,3,125900065,F,I,TSS1500,shore,TSS1500-shore,chr3:125898662-125899568,,TRUE,,,,0.314318491,0.438514888
cg01356198,LPP,14.41513273,1.56E-42,0.818773174,3,187929513,F,II,TSS1500,opensea,TSS1500-opensea,,,TRUE,,,,0.16273167,0.820944004
cg16880946,HOXA6,14.40899188,1.67E-42,0.84509564,7,27188465,R,II,TSS1500,shore,TSS1500-shore,chr7:27190274-27191115,TRUE,,,,,0.244751916,0.5183394
cg24680586,INA,14.39563843,1.96E-42,0.871650212,10,105036727,R,I,TSS200,island,TSS200-island,chr10:105036628-105038084,TRUE,,,,,0.363296537,0.396192961
cg04858155,ALX4,14.38670767,2.17E-42,0.874471086,11,44332369,R,I,TSS1500,island,TSS1500-island,chr11:44332314-44332757,TRUE,TRUE,,,,0.227761143,0.401551588
cg16707405,CDO1,14.38014401,2.35E-42,0.911564626,5,115152413,R,I,TSS200,island,TSS200-island,chr5:115151348-115152713,TRUE,,,,,0.323798055,0.354296615
cg19897940,FLI1,14.37553922,2.48E-42,0.873239437,11,128563685,R,II,TSS200,island,TSS200-island,chr11:128562671-128565011,TRUE,TRUE,,,,0.400576259,0.440779374
cg19593767,TOX2,14.36711639,2.74E-42,0.868313268,20,42544666,F,I,TSS200,island,TSS200-island,chr20:42543097-42545137,TRUE,,,,,0.318859355,0.589799138
cg01845451,TCIRG1,14.35396722,3.19E-42,0.904936015,11,67805250,F,II,TSS1500,shore,TSS1500-shore,chr11:67806251-67806611,,,,,,0.162120339,0.825182876
cg07552707,CTSA,14.35120557,3.30E-42,0.873915776,20,44519093,F,II,TSS1500,island,TSS1500-island,chr20:44518897-44520361,,,,,,0.316442403,0.425026655
cg26832686,WWP2,14.34440468,3.57E-42,0.903502142,16,69958189,R,II,TSS1500,opensea,TSS1500-opensea,,,TRUE,,,,0.181093027,0.844984176
cg09397246,FES,14.32869743,4.30E-42,0.84941795,15,91427361,F,I,TSS1500,shore,TSS1500-shore,chr15:91427540-91427905,TRUE,,,,,0.306458427,0.459969836
cg26517714,TLX3,14.31814269,4.86E-42,0.866855524,5,170736245,R,II,TSS200,island,TSS200-island,chr5:170735169-170739863,,,,,,0.372575001,0.43981984
cg00925717,SCNN1B,14.31621208,4.97E-42,0.919498884,16,23313148,F,II,TSS1500,shore,TSS1500-shore,chr16:23313239-23313946,,,,rs34241435,,0.252409095,0.319720453
cg13255282,CYTL1,14.31456005,5.07E-42,0.884400516,4,5021236,F,I,TSS200,island,TSS200-island,chr4:5021003-5021329,,TRUE,,,,0.261429733,0.424583802
cg12613383,PLD5,14.31279206,5.18E-42,0.896551724,1,242688681,F,II,TSS1500,island,TSS1500-island,chr1:242687922-242688682,TRUE,,,,,0.29583654,0.365728182
cg04902729,CACNA1E,14.29964979,6.04E-42,0.855842727,1,181452707,R,II,TSS200,island,TSS200-island,chr1:181452706-181453073,,,,,,0.340702204,0.442962334
cg14007067,SALL3,14.2955571,6.33E-42,0.865962849,18,76740258,F,I,TSS200,island,TSS200-island,chr18:76737005-76741244,,,,,,0.331050006,0.382415399
cg17076890,PTF1A,14.29060021,6.71E-42,0.8494894,10,23481421,R,II,TSS200,island,TSS200-island,chr10:23480697-23482455,TRUE,,,,,0.287989183,0.464903824
cg04749507,PPT2,14.28600379,7.08E-42,0.801901743,6,32120203,F,II,TSS1500,shore,TSS1500-shore,chr6:32121829-32122529,,TRUE,,,,0.241724699,0.61922622
cg23832237,RAB37,14.27349074,8.20E-42,0.883054893,17,72667208,R,I,TSS200,island,TSS200-island,chr17:72667195-72667710,,,,,,0.231750409,0.481091114
cg14625175,HOXA10,14.2731271,8.23E-42,0.823218997,7,27214056,F,I,TSS200,island,TSS200-island,chr7:27212416-27214396,TRUE,,,,,0.376829356,0.458515383
cg27480580,TNPO2,14.26980795,8.56E-42,0.812011703,19,12835134,R,II,TSS1500,shore,TSS1500-shore,chr19:12833104-12833574,,,,,,0.240942495,0.663294881
cg01771019,PDX1,14.26841496,8.70E-42,0.883150027,13,28493057,R,I,TSS1500,shore,TSS1500-shore,chr13:28494001-28496099,,,,,,0.196559587,0.43951958
cg17457637,HOXA4,14.26496439,9.06E-42,0.850330571,7,27170717,F,II,TSS1500,shore,TSS1500-shore,chr7:27169572-27170638,TRUE,TRUE,,,,0.277240652,0.387009617
cg22070855,GHSR,14.26466946,9.09E-42,0.889572689,3,172167527,R,II,TSS1500,island,TSS1500-island,chr3:172167526-172167866,TRUE,TRUE,,,,0.353519626,0.408817167
cg19614321,RASSF2,14.26229965,9.34E-42,0.862019915,20,4804581,F,II,TSS1500,shore,TSS1500-shore,chr20:4803013-4804146,,,,,,0.341613339,0.40809456
cg08315174,NKX2-1,14.23746649,1.25E-41,0.872760126,14,36990430,F,I,TSS1500,island,TSS1500-island,chr14:36986362-36990576,,,,,rs78271859,0.298804622,0.461822506
cg20888142,SYN2,14.21538397,1.62E-41,0.866855524,3,12045662,F,I,TSS200,island,TSS200-island,chr3:12045652-12046627,TRUE,,,,,0.33847548,0.406058797
cg26158897,ONECUT1,14.21254268,1.67E-41,0.835516739,15,53083135,R,I,TSS1500,island,TSS1500-island,chr15:53080458-53083699,TRUE,TRUE,,,,0.26753254,0.280558145
cg02303016,CPA1,14.21243279,1.67E-41,0.814132104,7,130020130,F,II,TSS200,shore,TSS200-shore,chr7:130021511-130021726,,TRUE,,,,0.215934916,0.709480926
cg12014008,GDF10,14.18415566,2.33E-41,0.804185351,10,48439443,F,II,TSS1500,shore,TSS1500-shore,chr10:48438411-48439320,,TRUE,,,,0.260503041,0.471035375
cg24089118,PTGDR,14.18125954,2.41E-41,0.835516739,14,52734251,F,I,TSS200,island,TSS200-island,chr14:52734207-52735486,,,,,,0.257263255,0.418367898
cg07862554,MME,14.17504467,2.59E-41,0.884857903,3,154797083,F,II,TSS1500,shore,TSS1500-shore,chr3:154797398-154797988,TRUE,,,,,0.314008627,0.407055717
cg17650274,VSX1,14.16744172,2.83E-41,0.867563065,20,25064127,F,II,TSS1500,island,TSS1500-island,chr20:25063838-25065525,TRUE,,,,,0.298865707,0.553475788
cg00213123,CYP1A1,14.16197358,3.01E-41,0.870023453,15,75019070,F,I,TSS1500,island,TSS1500-island,chr15:75018186-75019336,TRUE,TRUE,,,,0.19714347,0.370524959
cg14359292,HOXA4,14.15985345,3.09E-41,0.88917986,7,27170892,F,I,TSS1500,shore,TSS1500-shore,chr7:27169572-27170638,TRUE,TRUE,,,,0.254104142,0.345569265
cg04380519,LIMD2,14.1529098,3.35E-41,0.860662048,17,61778366,F,II,TSS1500,island,TSS1500-island,chr17:61776890-61778733,,,,,,0.323791321,0.431938429
cg02835981,BNIP3,14.13070636,4.33E-41,0.860729859,10,133796494,R,II,TSS1500,island,TSS1500-island,chr10:133794898-133796598,,,,,,0.252429676,0.556992445
cg15010006,STK19,14.11635017,5.12E-41,0.852615096,6,31937973,R,II,TSS1500,shore,TSS1500-shore,chr6:31939730-31940559,,,,,,0.176408752,0.724220511
cg13351161,SCARA3,14.11274189,5.34E-41,0.85207824,8,27490921,F,II,TSS1500,shore,TSS1500-shore,chr8:27490959-27491775,,,,,,0.255559811,0.492845545
cg16922279,PHOX2A,14.10858031,5.60E-41,0.873239437,11,71955439,F,I,TSS1500,island,TSS1500-island,chr11:71954816-71955659,TRUE,,high-CpG:71632849-71633118,,,0.292410547,0.357100003
cg05270344,MAGI2,14.10153643,6.08E-41,0.865248227,7,79083635,F,II,TSS1500,island,TSS1500-island,chr7:79082948-79083850,,,,,,0.322688632,0.344214028
cg18299578,FOXG1,14.07905151,7.89E-41,0.879045497,14,29235928,F,II,TSS1500,shore,TSS1500-shore,chr14:29236835-29237832,,,,,,0.303119021,0.432583493
cg16971128,TMPRSS6,14.0775773,8.02E-41,0.924889543,22,37499859,F,II,TSS200,opensea,TSS200-opensea,,,,,,,0.241248504,0.724560522
cg09238235,MIR25,14.07220731,8.54E-41,0.829042576,7,99691833,F,II,TSS1500,opensea,TSS1500-opensea,,,,,,,0.18204464,0.768948784
cg23292160,SFRP2,14.07088648,8.67E-41,0.842691386,4,154710425,F,II,TSS200,island,TSS200-island,chr4:154709512-154710827,,,,rs74549610,,0.332816,0.44668585
cg07145284,CD248,14.06682463,9.09E-41,0.882681564,11,66084631,R,II,TSS200,shore,TSS200-shore,chr11:66083572-66083782,TRUE,TRUE,,,,0.366535296,0.457882787
cg02493602,ME3,14.06617139,9.16E-41,0.835080527,11,86383696,F,I,TSS1500,shore,TSS1500-shore,chr11:86382695-86383586,,,,rs77769658,,0.292620475,0.484914708
cg17929951,CD40,14.06282323,9.52E-41,0.840026499,20,44746681,R,I,TSS1500,shore,TSS1500-shore,chr20:44746822-44747060,TRUE,,,,,0.263260723,0.367381146
cg26517171,TLX3,14.06166834,9.65E-41,0.843672457,5,170735347,F,I,TSS1500,island,TSS1500-island,chr5:170735169-170739863,,,,,,0.232857429,0.37958911
cg12242450,GCNT2,14.04531585,1.17E-40,0.88809816,6,10555808,R,II,TSS200,opensea,TSS200-opensea,,,TRUE,,rs55851629,rs55674664,0.278918339,0.644049546
cg08516516,CDO1,14.04093581,1.23E-40,0.868458274,5,115152492,F,I,TSS200,island,TSS200-island,chr5:115151348-115152713,TRUE,,,,,0.313216134,0.316720651
cg19720265,MARK1,14.03822668,1.27E-40,0.876404494,1,220700883,F,II,TSS1500,shore,TSS1500-shore,chr1:220701507-220702348,,,,,,0.318106486,0.357973769
cg12122146,TMEM132D,14.03357965,1.34E-40,0.82994012,12,130388216,R,II,TSS200,island,TSS200-island,chr12:130387609-130389139,,,,,,0.334132922,0.469612776
cg06420834,MYL9,14.03287333,1.35E-40,0.838201964,20,35169380,R,I,TSS1500,island,TSS1500-island,chr20:35169189-35169540,TRUE,,,,,0.172444177,0.767924316
cg24258699,MSC,14.0327784,1.35E-40,0.847663012,8,72756901,R,I,TSS200,shore,TSS200-shore,chr8:72755783-72756667,TRUE,,,,,0.294841284,0.39324415
cg19863411,PCYT2,14.02566861,1.46E-40,0.854815124,17,79869801,F,I,TSS1500,island,TSS1500-island,chr17:79868687-79869811,,,,,,0.263209692,0.48416237
cg04701034,NID2,14.02074437,1.55E-40,0.851265517,14,52536175,R,I,TSS1500,island,TSS1500-island,chr14:52534581-52536722,TRUE,,,,,0.381667076,0.481562684
cg03699904,SLC2A2,14.01608332,1.64E-40,0.875874126,3,170746029,F,II,TSS1500,shore,TSS1500-shore,chr3:170746072-170746292,,TRUE,,,,0.269936921,0.645532942
cg19183743,HOXA6,14.00364519,1.89E-40,0.893865009,7,27188020,R,I,TSS1500,shore,TSS1500-shore,chr7:27186927-27187692,TRUE,,,,,0.209385365,0.523354734
cg17264670,RGS17,13.99942621,1.98E-40,0.832308459,6,153452732,F,I,TSS1500,island,TSS1500-island,chr6:153450992-153452792,,,,rs12174180,,0.398651772,0.477686702
cg05740243,PRAP1,13.99521713,2.08E-40,0.81297905,10,135160775,F,II,TSS200,opensea,TSS200-opensea,,TRUE,,,,,0.318616261,0.414140489
cg01007828,CDH8,13.99280036,2.14E-40,0.881118881,16,62070306,R,II,TSS1500,island,TSS1500-island,chr16:62069121-62070634,,,,,,0.29700727,0.395221579
cg18710784,OPCML,13.98790509,2.26E-40,0.873840328,11,132813563,R,II,TSS1500,island,TSS1500-island,chr11:132813562-132814395,,,,,,0.36740669,0.444992948
cg06737561,CHAT,13.98731037,2.28E-40,0.852756044,10,50821518,F,I,TSS1500,island,TSS1500-island,chr10:50821487-50821688,,,,,,0.27069571,0.41323471
cg17563034,CYTL1,13.98566573,2.32E-40,0.867087986,4,5021268,R,I,TSS200,island,TSS200-island,chr4:5021003-5021329,,TRUE,,,,0.212985831,0.495562706
cg25423004,HOXD8,13.97307941,2.69E-40,0.841630277,2,176993211,R,I,TSS1500,shore,TSS1500-shore,chr2:176993479-176995557,,TRUE,,,,0.269305378,0.454870508
cg26215428,PKD2,13.96986605,2.79E-40,0.826086957,4,88928251,F,II,TSS1500,shore,TSS1500-shore,chr4:88928480-88929659,,,,rs75862349,,0.162659263,0.866001531
cg03856949,METTL7A,13.96541166,2.94E-40,0.926174497,12,51318042,F,II,TSS1500,opensea,TSS1500-opensea,,,TRUE,,rs12320602,rs12300872,0.304188053,0.375204036
cg06987468,WNT2,13.9597114,3.13E-40,0.871650212,7,116963502,F,II,TSS200,island,TSS200-island,chr7:116962841-116964803,,,,,,0.315418518,0.405891266
cg21384402,INA,13.95369774,3.36E-40,0.86039886,10,105036701,R,I,TSS1500,island,TSS1500-island,chr10:105036628-105038084,TRUE,,,,,0.328763381,0.352362904
cg05549655,CYP1A1,13.95049012,3.49E-40,0.848871443,15,75019143,F,II,TSS1500,island,TSS1500-island,chr15:75018186-75019336,TRUE,,,rs36090160,,0.309993898,0.381979947
cg04887807,CYTL1,13.94745313,3.61E-40,0.896883678,4,5021311,F,I,TSS200,island,TSS200-island,chr4:5021003-5021329,,TRUE,,,,0.333678684,0.470999596
cg06092815,SPHKAP,13.94357935,3.78E-40,0.871650212,2,229046406,R,II,TSS200,island,TSS200-island,chr2:229045957-229046553,,,,,,0.327457796,0.41018848
cg20585530,SIX6,13.94025478,3.92E-40,0.838819116,14,60975912,F,I,TSS200,island,TSS200-island,chr14:60975732-60978180,,TRUE,,rs74560962,,0.340430082,0.413707062
cg09360770,FOXC2,13.93648708,4.10E-40,0.855507868,16,86600326,F,I,TSS1500,island,TSS1500-island,chr16:86599355-86602649,,,,,,0.358599422,0.382894912
cg00067720,PIK3R1,13.92102296,4.90E-40,0.888124125,5,67521141,R,II,TSS1500,opensea,TSS1500-opensea,,,TRUE,,,,0.290917886,0.468405038
cg24530250,PHOX2A,13.91209818,5.43E-40,0.873239437,11,71955599,R,I,TSS1500,island,TSS1500-island,chr11:71954816-71955659,TRUE,,,,,0.378621292,0.422081189
cg20708842,FBN2,13.90891953,5.63E-40,0.849927431,5,127875163,R,II,TSS1500,shore,TSS1500-shore,chr5:127872563-127874945,,,,,,0.286623886,0.542517853
cg22336004,PDE4B,13.90876284,5.64E-40,0.862019915,1,66258035,R,II,TSS200,shore,TSS200-shore,chr1:66258440-66258918,,,,,,0.350043014,0.371887182
cg06724588,SALL1,13.90501935,5.89E-40,0.838896952,16,51185459,R,I,TSS1500,island,TSS1500-island,chr16:51183699-51188763,TRUE,,high-CpG:49742657-49743175,,,0.258739862,0.334151244
cg13652336,PREX2,13.89647136,6.49E-40,0.846052789,8,68864012,F,II,TSS1500,shore,TSS1500-shore,chr8:68864584-68864946,,,,rs71253046,,0.31665472,0.429127406
cg14733720,LYPD5,13.89539267,6.57E-40,0.872760126,19,44325004,F,II,TSS200,island,TSS200-island,chr19:44324436-44325009,,,,,,0.289566804,0.375365247
cg21462428,CCND2,13.87180428,8.62E-40,0.808749146,12,4381448,F,II,TSS1500,island,TSS1500-island,chr12:4378366-4382222,,,,,,0.363243509,0.465593874
cg03767531,NEUROD1,13.84996962,1.11E-39,0.868458274,2,182545572,F,II,TSS200,shelf,TSS200-shelf,chr2:182547873-182549177,,TRUE,,,,0.272847823,0.306165188
cg09234518,NEFM,13.84908912,1.12E-39,0.888888889,8,24771114,R,I,TSS200,island,TSS200-island,chr8:24770908-24772547,TRUE,,,,,0.257941202,0.293711891
cg00325149,COL11A1,13.84771982,1.14E-39,0.848917666,1,103574072,R,II,TSS200,opensea,TSS200-opensea,,,,,,,0.31636072,0.405225158
cg17395064,TXNRD1,13.84724214,1.14E-39,0.865248227,12,104609476,R,I,TSS200,island,TSS200-island,chr12:104609397-104610172,,,,,,0.369403848,0.413346866
cg14991487,HOXD9,13.84518292,1.17E-39,0.842216359,2,176987404,R,II,TSS200,island,TSS200-island,chr2:176986424-176988291,TRUE,TRUE,,,,0.325095534,0.397189564
cg14000361,GCM2,13.84452737,1.18E-39,0.882681564,6,10882336,F,I,TSS1500,shore,TSS1500-shore,chr6:10882926-10883149,,,,,,0.389367849,0.410472514
cg27196745,PTPRO,13.84327913,1.20E-39,0.847262248,12,15475319,R,II,TSS200,island,TSS200-island,chr12:15475318-15475901,,,,,,0.344460866,0.407890717
cg04540383,RASSF1,13.84283258,1.20E-39,0.861178197,3,50378611,F,II,TSS1500,shore,TSS1500-shore,chr3:50377803-50378540,TRUE,,,rs3213621,,0.402539601,0.504349872
cg00156427,THY1,13.83893082,1.26E-39,0.846648997,11,119294322,F,II,TSS200,shore,TSS200-shore,chr11:119292689-119292891,,,,,,0.256654467,0.535808607
cg16205854,EDN3,13.83283497,1.35E-39,0.887708649,20,57875318,R,II,TSS200,island,TSS200-island,chr20:57875317-57876126,,TRUE,,,,0.31502622,0.391203761
cg11308643,GRIA4,13.82370937,1.50E-39,0.855507868,11,105480788,R,II,TSS200,shore,TSS200-shore,chr11:105481126-105481422,,,,,,0.33337753,0.453076537
cg07014349,GJB5,13.82354195,1.50E-39,0.838237075,1,35220521,R,II,TSS200,opensea,TSS200-opensea,,,,,,,0.243442761,0.580304221
cg18286850,TF,13.81841429,1.59E-39,0.896551724,3,133464713,R,II,TSS1500,shore,TSS1500-shore,chr3:133464949-133465420,,,,,,0.311304642,0.559293335
cg00582971,GRM6,13.81790543,1.60E-39,0.835516739,5,178422128,F,I,TSS200,island,TSS200-island,chr5:178421225-178422337,,TRUE,,,,0.391989478,0.41684893
cg12573849,POU3F3,13.81788685,1.60E-39,0.889389716,2,105470711,F,I,TSS1500,island,TSS1500-island,chr2:105468851-105473488,,,,,,0.273234773,0.412728168
cg07502389,NEFM,13.81684434,1.62E-39,0.838896952,8,24771259,F,II,TSS200,island,TSS200-island,chr8:24770908-24772547,TRUE,,high-CpG:24827142-24827330,,,0.294118923,0.397040967
cg02571816,PPP1R14A,13.80673876,1.82E-39,0.835964049,19,38747378,R,I,TSS1500,island,TSS1500-island,chr19:38746638-38747379,TRUE,,,,,0.359480437,0.433530777
cg19813025,ADAMTS16,13.80122434,1.94E-39,0.817365269,5,5139643,F,II,TSS1500,island,TSS1500-island,chr5:5139441-5140941,,,,rs10434657,,0.286324378,0.43963111
cg19839655,CD40,13.80099464,1.94E-39,0.860508111,20,44746499,F,I,TSS1500,shore,TSS1500-shore,chr20:44746822-44747060,TRUE,,,,,0.275884065,0.422779417
cg21591742,HOXD10,13.79985743,1.97E-39,0.854875973,2,176980998,R,II,TSS1500,island,TSS1500-island,chr2:176980765-176981423,TRUE,,,,,0.315555598,0.51483078
cg14588178,GDF10,13.78229594,2.40E-39,0.849144635,10,48439430,F,I,TSS1500,shore,TSS1500-shore,chr10:48438411-48439320,,TRUE,,,,0.212557773,0.504913819
cg12530503,MIR9-3,13.77997398,2.47E-39,0.815713156,15,89911148,R,II,TSS200,island,TSS200-island,chr15:89910521-89912177,,TRUE,,,,0.270662168,0.574897459
cg25124064,TCTN1,13.7753395,2.60E-39,0.92738425,12,111051096,F,II,TSS1500,shore,TSS1500-shore,chr12:111051693-111052150,,,,,,0.153977623,0.870271699
cg20495365,RGS12,13.76907343,2.80E-39,0.807119598,4,3371291,F,II,TSS1500,shelf,TSS1500-shelf,chr4:3374733-3374998,TRUE,TRUE,,,,0.257859584,0.553537772
cg23631930,CMTM5,13.7676206,2.84E-39,0.840978593,14,23845870,R,II,TSS200,opensea,TSS200-opensea,,,TRUE,,,,0.232755999,0.653474611
cg08641579,MAGI2,13.76480146,2.94E-39,0.816568047,7,79083447,F,I,TSS1500,island,TSS1500-island,chr7:79082948-79083850,TRUE,,,,,0.253531825,0.350340698
cg03950614,NR2E1,13.75765341,3.19E-39,0.835516739,6,108486517,R,I,TSS1500,island,TSS1500-island,chr6:108485671-108490539,,TRUE,,,,0.235752113,0.432227229
cg17852385,CYP1A1,13.75760162,3.19E-39,0.886927374,15,75019188,F,II,TSS1500,island,TSS1500-island,chr15:75018186-75019336,,,,,,0.315522028,0.593593431
cg26621699,HHIP,13.75693173,3.21E-39,0.838939617,4,145566903,R,II,TSS1500,island,TSS1500-island,chr4:145566242-145567413,,,,,,0.293893614,0.394578719
cg18110483,THBS4,13.74959725,3.49E-39,0.87410868,5,79330959,F,II,TSS200,island,TSS200-island,chr5:79330928-79331488,,,,,,0.314919591,0.450836792
cg25684999,PTF1A,13.74152593,3.83E-39,0.837209302,10,23480803,R,I,TSS1500,island,TSS1500-island,chr10:23480697-23482455,TRUE,,,,,0.25160996,0.393962794
cg15987088,GHSR,13.72990831,4.38E-39,0.897222222,3,172166234,R,I,TSS200,island,TSS200-island,chr3:172165372-172166738,,,,,,0.246775704,0.266208203
cg18989709,SLITRK3,13.72925321,4.41E-39,0.863636364,3,164915009,F,II,TSS1500,opensea,TSS1500-opensea,,,,,,,0.341174696,0.398882307
cg00821731,WNT10A,13.72696338,4.52E-39,0.894351464,2,219744626,F,II,TSS1500,shore,TSS1500-shore,chr2:219744986-219745780,,TRUE,,,,0.229977546,0.563578602
cg26256793,COL11A1,13.72487676,4.63E-39,0.858627356,1,103574469,R,II,TSS1500,opensea,TSS1500-opensea,,,TRUE,,,,0.263816864,0.480063132
cg01370449,HOXA5,13.7172816,5.05E-39,0.836263169,7,27183369,F,II,TSS200,island,TSS200-island,chr7:27182613-27185562,TRUE,,,,,0.30734619,0.542659726
cg03926815,IQSEC1,13.71507185,5.18E-39,0.881894467,3,13114681,R,I,TSS200,island,TSS200-island,chr3:13114627-13115245,,TRUE,high-CpG:13089547-13089986,,,0.303089124,0.467528962
cg07719604,ELMO3,13.71085857,5.44E-39,0.882412342,16,67232460,R,II,TSS1500,shore,TSS1500-shore,chr16:67233032-67233862,TRUE,TRUE,,,,0.225565579,0.520244022
cg24747122,GNA13,13.70976002,5.51E-39,0.926465052,17,63053929,R,II,TSS1500,shore,TSS1500-shore,chr17:63051893-63053355,,,,,,0.246363553,0.776560638
