Model,ID1,ID2,ID3,ID4,average_accuracy,AUC,f1_score,AVG_accuracy,AVG_AUC,AVG_f1_score,,,Cluster1,Cluster2,Cluster3,Cluster4
XGBoost,cg24848035,cg10266490,cg05863502,cg01146232,0.975280899,0.939270822,0.986163522,,,,,,,,,
RandomForest,cg24848035,cg10266490,cg05863502,cg01146232,0.973033708,0.928632524,0.984924623,,,,,,,,,
Logistic Regression,cg26405020,cg10266490,cg05863502,cg01146232,0.959550562,0.846038704,0.977667494,,,,,,,,,
SVM,cg26405020,cg10266490,cg05863502,cg01146232,0.966292135,0.915481664,0.981132075,,,,,,,,,
XGBoost,cg26405020,cg10266490,cg05863502,cg01146232,0.964044944,0.914225382,0.979848866,,,,,,,,,
RandomForest,cg26405020,cg10266490,cg05863502,cg01146232,0.973033708,0.909868491,0.985,,,,,,,,,
Logistic Regression,cg27494647,cg10266490,cg05863502,cg01146232,0.961797753,0.866059018,0.97882939,,,,,,,,,
SVM,cg27494647,cg10266490,cg05863502,cg01146232,0.973033708,0.947396557,0.984848485,,,,,,,,,
XGBoost,cg27494647,cg10266490,cg05863502,cg01146232,0.961797753,0.884823051,0.978723404,,,,,,,,,
RandomForest,cg27494647,cg10266490,cg05863502,cg01146232,0.968539326,0.916737945,0.98241206,,,,,,,,,
Logistic Regression,cg01158680,cg14502484,cg05863502,cg01146232,0.964044944,0.857933283,0.980148883,,,,,,,,,
SVM,cg01158680,cg14502484,cg05863502,cg01146232,0.966292135,0.943627713,0.980988593,,,,,,,,,
XGBoost,cg01158680,cg14502484,cg05863502,cg01146232,0.964044944,0.895461349,0.979949875,,,,,,,,,
RandomForest,cg01158680,cg14502484,cg05863502,cg01146232,0.970786517,0.917994226,0.983688833,,,,,,,,,
Logistic Regression,cg04037038,cg14502484,cg05863502,cg01146232,0.957303371,0.844782423,0.976397516,,,,,,,,,
SVM,cg04037038,cg14502484,cg05863502,cg01146232,0.970786517,0.936758259,0.983606557,,,,,,,,,
XGBoost,cg04037038,cg14502484,cg05863502,cg01146232,0.959550562,0.88356677,0.977443609,,,,,,,,,
RandomForest,cg04037038,cg14502484,cg05863502,cg01146232,0.973033708,0.928632524,0.984924623,,,,,,,,,
Logistic Regression,cg07445246,cg14502484,cg05863502,cg01146232,0.97752809,0.902999038,0.987562189,,,,,,,,,
SVM,cg07445246,cg14502484,cg05863502,cg01146232,0.975280899,0.948652839,0.986128625,,,,,,,,,
XGBoost,cg07445246,cg14502484,cg05863502,cg01146232,0.97752809,0.931145087,0.987468672,,,,,,,,,
RandomForest,cg07445246,cg14502484,cg05863502,cg01146232,0.984269663,0.953677964,0.991217064,,,,,,,,,
Logistic Regression,cg09293816,cg14502484,cg05863502,cg01146232,0.95505618,0.834144125,0.975186104,,,,,,,,,
SVM,cg09293816,cg14502484,cg05863502,cg01146232,0.975280899,0.948652839,0.986128625,,,,,,,,,
XGBoost,cg09293816,cg14502484,cg05863502,cg01146232,0.973033708,0.919250508,0.984962406,,,,,,,,,
RandomForest,cg09293816,cg14502484,cg05863502,cg01146232,0.97752809,0.931145087,0.987468672,,,,,,,,,
Logistic Regression,cg18710784,cg14502484,cg05863502,cg01146232,0.966292135,0.868571581,0.98136646,,,,,,,,,
SVM,cg18710784,cg14502484,cg05863502,cg01146232,0.970786517,0.936758259,0.983606557,,,,,,,,,
XGBoost,cg18710784,cg14502484,cg05863502,cg01146232,0.968539326,0.907355929,0.98245614,,,,,,,,,
RandomForest,cg18710784,cg14502484,cg05863502,cg01146232,0.968539326,0.907355929,0.98245614,,,,,,,,,
Logistic Regression,cg22877509,cg14502484,cg05863502,cg01146232,0.964044944,0.857933283,0.980148883,,,,,,,,,
SVM,cg22877509,cg14502484,cg05863502,cg01146232,0.970786517,0.936758259,0.983606557,,,,,,,,,
XGBoost,cg22877509,cg14502484,cg05863502,cg01146232,0.957303371,0.882310489,0.976160602,,,,,,,,,
RandomForest,cg22877509,cg14502484,cg05863502,cg01146232,0.966292135,0.887335614,0.981273408,,,,,,,,,
Logistic Regression,cg24848035,cg14502484,cg05863502,cg01146232,0.970786517,0.889848177,0.98381071,,,,,,,,,
SVM,cg24848035,cg14502484,cg05863502,cg01146232,0.979775281,0.951165401,0.988679245,,,,,,,,,
XGBoost,cg24848035,cg14502484,cg05863502,cg01146232,0.97752809,0.94990912,0.987405542,,,,,,,,,
RandomForest,cg24848035,cg14502484,cg05863502,cg01146232,0.984269663,0.953677964,0.991217064,,,,,,,,,
Decision Tree,cg26405020,cg14502484,cg05863502,cg01146232,0.952808989,0.841013579,0.972568579,,,,,,,,,
SVM,cg26405020,cg14502484,cg05863502,cg01146232,0.968539326,0.926119962,0.982367758,,,,,,,,,
XGBoost,cg26405020,cg14502484,cg05863502,cg01146232,0.968539326,0.916737945,0.98241206,,,,,,,,,
RandomForest,cg26405020,cg14502484,cg05863502,cg01146232,0.966292135,0.906099647,0.981179423,,,,,,,,,
Logistic Regression,cg27494647,cg14502484,cg05863502,cg01146232,0.964044944,0.8673153,0.980099502,,,,,,,,,
SVM,cg27494647,cg14502484,cg05863502,cg01146232,0.975280899,0.939270822,0.986163522,,,,,,,,,
XGBoost,cg27494647,cg14502484,cg05863502,cg01146232,0.970786517,0.90861221,0.983729662,,,,,,,,,
RandomForest,cg27494647,cg14502484,cg05863502,cg01146232,0.975280899,0.920506789,0.986232791,,,,,,,,,
Decision Tree,cg01158680,cg16294013,cg05863502,cg01146232,0.948314607,0.825350155,0.96620776,,,,,,,,,
SVM,cg01158680,cg16294013,cg05863502,cg01146232,0.961797753,0.922351117,0.978508217,,,,,,,,,
XGBoost,cg01158680,cg16294013,cg05863502,cg01146232,0.95505618,0.890436224,0.974811083,,,,,,,,,
RandomForest,cg01158680,cg16294013,cg05863502,cg01146232,0.966292135,0.896717631,0.981226533,,,,,,,,,
Logistic Regression,cg04037038,cg16294013,cg05863502,cg01146232,0.934831461,0.77592751,0.964064436,,,,,,,,,
SVM,cg04037038,cg16294013,cg05863502,cg01146232,0.948314607,0.914813429,0.970700637,,,,,,,,,
XGBoost,cg04037038,cg16294013,cg05863502,cg01146232,0.948314607,0.85852133,0.971141782,,,,,,,,,
RandomForest,cg04037038,cg16294013,cg05863502,cg01146232,0.952808989,0.870415909,0.973651192,,,,,,,,,
Logistic Regression,cg07445246,cg16294013,cg05863502,cg01146232,0.968539326,0.860445846,0.982673267,,,,,,,,,
SVM,cg07445246,cg16294013,cg05863502,cg01146232,0.979775281,0.951165401,0.988679245,,,,,,,,,
XGBoost,cg07445246,cg16294013,cg05863502,cg01146232,0.975280899,0.929888806,0.986198243,,,,,,,,,
RandomForest,cg07445246,cg16294013,cg05863502,cg01146232,0.975280899,0.929888806,0.986198243,,,,,,,,,
Logistic Regression,cg09293816,cg16294013,cg05863502,cg01146232,0.93258427,0.774671228,0.962779156,,,,,,,,,
SVM,cg09293816,cg16294013,cg05863502,cg01146232,0.948314607,0.896049396,0.970849176,,,,,,,,,
XGBoost,cg09293816,cg16294013,cg05863502,cg01146232,0.948314607,0.849139314,0.971214018,,,,,,,,,
RandomForest,cg09293816,cg16294013,cg05863502,cg01146232,0.961797753,0.884823051,0.978723404,,,,,,,,,
Logistic Regression,cg18710784,cg16294013,cg05863502,cg01146232,0.950561798,0.822249546,0.972704715,,,,,,,,,
SVM,cg18710784,cg16294013,cg05863502,cg01146232,0.952808989,0.917325992,0.973316391,,,,,,,,,
XGBoost,cg18710784,cg16294013,cg05863502,cg01146232,0.957303371,0.882310489,0.976160602,,,,,,,,,
RandomForest,cg18710784,cg16294013,cg05863502,cg01146232,0.959550562,0.88356677,0.977443609,,,,,,,,,
Logistic Regression,cg22877509,cg16294013,cg05863502,cg01146232,0.952808989,0.814123811,0.974042027,,,,,,,,,
SVM,cg22877509,cg16294013,cg05863502,cg01146232,0.95505618,0.881054207,0.974874372,,,,,,,,,
XGBoost,cg22877509,cg16294013,cg05863502,cg01146232,0.966292135,0.906099647,0.981179423,,,,,,,,,
RandomForest,cg22877509,cg16294013,cg05863502,cg01146232,0.957303371,0.872928472,0.976220275,,,,,,,,,
Logistic Regression,cg24848035,cg16294013,cg05863502,cg01146232,0.964044944,0.8673153,0.980099502,,,,,,,,,
SVM,cg24848035,cg16294013,cg05863502,cg01146232,0.968539326,0.944883994,0.982278481,,,,,,,,,
XGBoost,cg24848035,cg16294013,cg05863502,cg01146232,0.975280899,0.958034855,0.986093552,,,,,,,,,
RandomForest,cg24848035,cg16294013,cg05863502,cg01146232,0.97752809,0.931145087,0.987468672,,,,,,,,,
Logistic Regression,cg26405020,cg16294013,cg05863502,cg01146232,0.939325843,0.797204106,0.966459627,,,,,,,,,
SVM,cg26405020,cg16294013,cg05863502,cg01146232,0.948314607,0.886667379,0.970922882,,,,,,,,,
XGBoost,cg26405020,cg16294013,cg05863502,cg01146232,0.948314607,0.867903347,0.971069182,,,,,,,,,
RandomForest,cg26405020,cg16294013,cg05863502,cg01146232,0.957303371,0.882310489,0.976160602,,,,,,,,,
Logistic Regression,cg27494647,cg16294013,cg05863502,cg01146232,0.950561798,0.831631562,0.972636816,,,,,,,,,
SVM,cg27494647,cg16294013,cg05863502,cg01146232,0.961797753,0.912969101,0.978562421,,,,,,,,,
XGBoost,cg27494647,cg16294013,cg05863502,cg01146232,0.961797753,0.894205068,0.978670013,,,,,,,,,
RandomForest,cg27494647,cg16294013,cg05863502,cg01146232,0.968539326,0.916737945,0.98241206,,,,,,,,,
Decision Tree,cg01158680,cg19619405,cg05863502,cg01146232,0.941573034,0.837244734,0.968710889,,,,,,,,,
SVM,cg01158680,cg19619405,cg05863502,cg01146232,0.959550562,0.930476852,0.97715736,,,,,,,,,
XGBoost,cg01158680,cg19619405,cg05863502,cg01146232,0.946067416,0.847883032,0.969924812,,,,,,,,,
RandomForest,cg01158680,cg19619405,cg05863502,cg01146232,0.959550562,0.88356677,0.977443609,,,,,,,,,
Logistic Regression,cg04037038,cg19619405,cg05863502,cg01146232,0.941573034,0.798460387,0.967741935,,,,,,,,,
SVM,cg04037038,cg19619405,cg05863502,cg01146232,0.957303371,0.938602587,0.975796178,,,,,,,,,
XGBoost,cg04037038,cg19619405,cg05863502,cg01146232,0.941573034,0.854752486,0.967254408,,,,,,,,,
RandomForest,cg04037038,cg19619405,cg05863502,cg01146232,0.950561798,0.878541644,0.972292191,,,,,,,,,
Logistic Regression,cg07445246,cg19619405,cg05863502,cg01146232,0.973033708,0.881722442,0.985111663,,,,,,,,,
SVM,cg07445246,cg19619405,cg05863502,cg01146232,0.982022472,0.952421683,0.989949749,,,,,,,,,
XGBoost,cg07445246,cg19619405,cg05863502,cg01146232,0.973033708,0.928632524,0.984924623,,,,,,,,,
RandomForest,cg07445246,cg19619405,cg05863502,cg01146232,0.982022472,0.952421683,0.989949749,,,,,,,,,
Logistic Regression,cg09293816,cg19619405,cg05863502,cg01146232,0.939325843,0.806586122,0.96637609,,,,,,,,,
SVM,cg09293816,cg19619405,cg05863502,cg01146232,0.957303371,0.919838554,0.975918885,,,,,,,,,
XGBoost,cg09293816,cg19619405,cg05863502,cg01146232,0.946067416,0.876029082,0.96969697,,,,,,,,,
RandomForest,cg09293816,cg19619405,cg05863502,cg01146232,0.961797753,0.884823051,0.978723404,,,,,,,,,
Logistic Regression,cg18710784,cg19619405,cg05863502,cg01146232,0.95505618,0.834144125,0.975186104,,,,,,,,,
SVM,cg18710784,cg19619405,cg05863502,cg01146232,0.95505618,0.918582273,0.974619289,,,,,,,,,
XGBoost,cg18710784,cg19619405,cg05863502,cg01146232,0.943820225,0.827862718,0.968789014,,,,,,,,,
RandomForest,cg18710784,cg19619405,cg05863502,cg01146232,0.957303371,0.872928472,0.976220275,,,,,,,,,
Decision Tree,cg22877509,cg19619405,cg05863502,cg01146232,0.925842697,0.813455576,0.963704631,,,,,,,,,
SVM,cg22877509,cg19619405,cg05863502,cg01146232,0.959550562,0.892948786,0.977386935,,,,,,,,,
XGBoost,cg22877509,cg19619405,cg05863502,cg01146232,0.957303371,0.891692505,0.976100629,,,,,,,,,
RandomForest,cg22877509,cg19619405,cg05863502,cg01146232,0.964044944,0.886079333,0.98,,,,,,,,,
Logistic Regression,cg24848035,cg19619405,cg05863502,cg01146232,0.973033708,0.891104458,0.985074627,,,,,,,,,
SVM,cg24848035,cg19619405,cg05863502,cg01146232,0.97752809,0.940527104,0.987437186,,,,,,,,,
XGBoost,cg24848035,cg19619405,cg05863502,cg01146232,0.984269663,0.963059981,0.991194969,,,,,,,,,
RandomForest,cg24848035,cg19619405,cg05863502,cg01146232,0.982022472,0.952421683,0.989949749,,,,,,,,,
Logistic Regression,cg26405020,cg19619405,cg05863502,cg01146232,0.943820225,0.799716668,0.969021066,,,,,,,,,
SVM,cg26405020,cg19619405,cg05863502,cg01146232,0.952808989,0.917325992,0.973316391,,,,,,,,,
XGBoost,cg26405020,cg19619405,cg05863502,cg01146232,0.948314607,0.867903347,0.971069182,,,,,,,,,
RandomForest,cg26405020,cg19619405,cg05863502,cg01146232,0.952808989,0.861033893,0.973717146,,,,,,,,,
Logistic Regression,cg27494647,cg19619405,cg05863502,cg01146232,0.95505618,0.852908158,0.975062344,,,,,,,,,
SVM,cg27494647,cg19619405,cg05863502,cg01146232,0.968539326,0.935501978,0.982323232,,,,,,,,,
XGBoost,cg27494647,cg19619405,cg05863502,cg01146232,0.959550562,0.88356677,0.977443609,,,,,,,,,
RandomForest,cg27494647,cg19619405,cg05863502,cg01146232,0.968539326,0.916737945,0.98241206,,,,,,,,,
Logistic Regression,cg01158680,cg22881914,cg05863502,cg01146232,0.937078652,0.777183791,0.965346535,,,,,,,,,
SVM,cg01158680,cg22881914,cg05863502,cg01146232,0.957303371,0.901074522,0.976040353,,,,,,,,,
XGBoost,cg01158680,cg22881914,cg05863502,cg01146232,0.943820225,0.856008767,0.968553459,,,,,,,,,
RandomForest,cg01158680,cg22881914,cg05863502,cg01146232,0.957303371,0.882310489,0.976160602,,,,,,,,,
Logistic Regression,cg04037038,cg22881914,cg05863502,cg01146232,0.930337079,0.745268898,0.961775586,,,,,,,,,
SVM,cg04037038,cg22881914,cg05863502,cg01146232,0.948314607,0.905431412,0.970775095,,,,,,,,,
XGBoost,cg04037038,cg22881914,cg05863502,cg01146232,0.934831461,0.832219609,0.963522013,,,,,,,,,
RandomForest,cg04037038,cg22881914,cg05863502,cg01146232,0.946067416,0.857265049,0.969849246,,,,,,,,,
Logistic Regression,cg07445246,cg22881914,cg05863502,cg01146232,0.970786517,0.871084144,0.983890954,,,,,,,,,
SVM,cg07445246,cg22881914,cg05863502,cg01146232,0.979775281,0.941783385,0.988707654,,,,,,,,,
XGBoost,cg07445246,cg22881914,cg05863502,cg01146232,0.975280899,0.929888806,0.986198243,,,,,,,,,
RandomForest,cg07445246,cg22881914,cg05863502,cg01146232,0.97752809,0.931145087,0.987468672,,,,,,,,,
Logistic Regression,cg09293816,cg22881914,cg05863502,cg01146232,0.93258427,0.765289212,0.962871287,,,,,,,,,
SVM,cg09293816,cg22881914,cg05863502,cg01146232,0.950561798,0.906687694,0.972081218,,,,,,,,,
XGBoost,cg09293816,cg22881914,cg05863502,cg01146232,0.948314607,0.867903347,0.971069182,,,,,,,,,
RandomForest,cg09293816,cg22881914,cg05863502,cg01146232,0.966292135,0.896717631,0.981226533,,,,,,,,,
Logistic Regression,cg18710784,cg22881914,cg05863502,cg01146232,0.946067416,0.810354966,0.970223325,,,,,,,,,
SVM,cg18710784,cg22881914,cg05863502,cg01146232,0.95505618,0.909200257,0.974683544,,,,,,,,,
XGBoost,cg18710784,cg22881914,cg05863502,cg01146232,0.943820225,0.846626751,0.968632371,,,,,,,,,
RandomForest,cg18710784,cg22881914,cg05863502,cg01146232,0.957303371,0.872928472,0.976220275,,,,,,,,,
Logistic Regression,cg22877509,cg22881914,cg05863502,cg01146232,0.943820225,0.780952636,0.969173859,,,,,,,,,
SVM,cg22877509,cg22881914,cg05863502,cg01146232,0.957303371,0.872928472,0.976220275,,,,,,,,,
XGBoost,cg22877509,cg22881914,cg05863502,cg01146232,0.957303371,0.872928472,0.976220275,,,,,,,,,
RandomForest,cg22877509,cg22881914,cg05863502,cg01146232,0.961797753,0.875441035,0.978776529,,,,,,,,,
Logistic Regression,cg24848035,cg22881914,cg05863502,cg01146232,0.966292135,0.877953598,0.98132005,,,,,,,,,
SVM,cg24848035,cg22881914,cg05863502,cg01146232,0.966292135,0.92486368,0.981084489,,,,,,,,,
XGBoost,cg24848035,cg22881914,cg05863502,cg01146232,0.973033708,0.938014541,0.98488665,,,,,,,,,
RandomForest,cg24848035,cg22881914,cg05863502,cg01146232,0.97752809,0.940527104,0.987437186,,,,,,,,,
Logistic Regression,cg26405020,cg22881914,cg05863502,cg01146232,0.928089888,0.744012616,0.960493827,,,,,,,,,
SVM,cg26405020,cg22881914,cg05863502,cg01146232,0.946067416,0.876029082,0.96969697,,,,,,,,,
XGBoost,cg26405020,cg22881914,cg05863502,cg01146232,0.95505618,0.890436224,0.974811083,,,,,,,,,
RandomForest,cg26405020,cg22881914,cg05863502,cg01146232,0.948314607,0.849139314,0.971214018,,,,,,,,,
Logistic Regression,cg27494647,cg22881914,cg05863502,cg01146232,0.946067416,0.819736983,0.970149254,,,,,,,,,
SVM,cg27494647,cg22881914,cg05863502,cg01146232,0.961797753,0.903587084,0.978616352,,,,,,,,,
XGBoost,cg27494647,cg22881914,cg05863502,cg01146232,0.964044944,0.895461349,0.979949875,,,,,,,,,
RandomForest,cg27494647,cg22881914,cg05863502,cg01146232,0.966292135,0.915481664,0.981132075,,,,,,,,,
Logistic Regression,cg01158680,cg03520644,cg13545212,cg01146232,0.966292135,0.859189565,0.981412639,,,,,,,,,
SVM,cg01158680,cg03520644,cg13545212,cg01146232,0.973033708,0.900486475,0.985037406,,,,,,,,,
XGBoost,cg01158680,cg03520644,cg13545212,cg01146232,0.973033708,0.909868491,0.985,,,,,,,,,
RandomForest,cg01158680,cg03520644,cg13545212,cg01146232,0.968539326,0.888591896,0.982543641,,,,,,,,,
Logistic Regression,cg04037038,cg03520644,cg13545212,cg01146232,0.966292135,0.859189565,0.981412639,,,,,,,,,
SVM,cg04037038,cg03520644,cg13545212,cg01146232,0.973033708,0.900486475,0.985037406,,,,,,,,,
XGBoost,cg04037038,cg03520644,cg13545212,cg01146232,0.964044944,0.904843366,0.979899497,,,,,,,,,
RandomForest,cg04037038,cg03520644,cg13545212,cg01146232,0.968539326,0.897973912,0.9825,,,,,,,,,
Logistic Regression,cg07445246,cg03520644,cg13545212,cg01146232,0.966292135,0.859189565,0.981412639,,,,,,,,,
SVM,cg07445246,cg03520644,cg13545212,cg01146232,0.979775281,0.932401369,0.98873592,,,,,,,,,
XGBoost,cg07445246,cg03520644,cg13545212,cg01146232,0.973033708,0.919250508,0.984962406,,,,,,,,,
RandomForest,cg07445246,cg03520644,cg13545212,cg01146232,0.975280899,0.920506789,0.986232791,,,,,,,,,
Logistic Regression,cg09293816,cg03520644,cg13545212,cg01146232,0.961797753,0.828530953,0.979038224,,,,,,,,,
SVM,cg09293816,cg03520644,cg13545212,cg01146232,0.975280899,0.901742756,0.98630137,,,,,,,,,
XGBoost,cg09293816,cg03520644,cg13545212,cg01146232,0.973033708,0.919250508,0.984962406,,,,,,,,,
RandomForest,cg09293816,cg03520644,cg13545212,cg01146232,0.975280899,0.901742756,0.98630137,,,,,,,,,
Logistic Regression,cg18710784,cg03520644,cg13545212,cg01146232,0.964044944,0.848551267,0.98019802,,,,,,,,,
SVM,cg18710784,cg03520644,cg13545212,cg01146232,0.973033708,0.900486475,0.985037406,,,,,,,,,
XGBoost,cg18710784,cg03520644,cg13545212,cg01146232,0.973033708,0.909868491,0.985,,,,,,,,,
RandomForest,cg18710784,cg03520644,cg13545212,cg01146232,0.973033708,0.900486475,0.985037406,,,,,,,,,
Logistic Regression,cg22877509,cg03520644,cg13545212,cg01146232,0.961797753,0.837912969,0.978986403,,,,,,,,,
SVM,cg22877509,cg03520644,cg13545212,cg01146232,0.975280899,0.911124773,0.986267166,,,,,,,,,
XGBoost,cg22877509,cg03520644,cg13545212,cg01146232,0.973033708,0.909868491,0.985,,,,,,,,,
RandomForest,cg22877509,cg03520644,cg13545212,cg01146232,0.968539326,0.879209879,0.982587065,,,,,,,,,
Logistic Regression,cg24848035,cg03520644,cg13545212,cg01146232,0.970786517,0.871084144,0.983890954,,,,,,,,,
SVM,cg24848035,cg03520644,cg13545212,cg01146232,0.970786517,0.90861221,0.983729662,,,,,,,,,
XGBoost,cg24848035,cg03520644,cg13545212,cg01146232,0.973033708,0.938014541,0.98488665,,,,,,,,,
RandomForest,cg24848035,cg03520644,cg13545212,cg01146232,0.97752809,0.931145087,0.987468672,,,,,,,,,
Logistic Regression,cg26405020,cg03520644,cg13545212,cg01146232,0.968539326,0.860445846,0.982673267,,,,,,,,,
SVM,cg26405020,cg03520644,cg13545212,cg01146232,0.970786517,0.899230194,0.983770287,,,,,,,,,
XGBoost,cg26405020,cg03520644,cg13545212,cg01146232,0.968539326,0.897973912,0.9825,,,,,,,,,
RandomForest,cg26405020,cg03520644,cg13545212,cg01146232,0.975280899,0.911124773,0.986267166,,,,,,,,,
Decision Tree,cg27494647,cg03520644,cg13545212,cg01146232,0.952808989,0.856677002,0.978881988,,,,,,,,,
SVM,cg27494647,cg03520644,cg13545212,cg01146232,0.968539326,0.897973912,0.9825,,,,,,,,,
XGBoost,cg27494647,cg03520644,cg13545212,cg01146232,0.966292135,0.915481664,0.981132075,,,,,,,,,
RandomForest,cg27494647,cg03520644,cg13545212,cg01146232,0.973033708,0.891104458,0.985074627,,,,,,,,,
Logistic Regression,cg01158680,cg09554951,cg13545212,cg01146232,0.961797753,0.847294986,0.978934325,,,,,,,,,
SVM,cg01158680,cg09554951,cg13545212,cg01146232,0.964044944,0.914225382,0.979848866,,,,,,,,,
XGBoost,cg01158680,cg09554951,cg13545212,cg01146232,0.959550562,0.874184754,0.9775,,,,,,,,,
RandomForest,cg01158680,cg09554951,cg13545212,cg01146232,0.975280899,0.911124773,0.986267166,,,,,,,,,
Logistic Regression,cg04037038,cg09554951,cg13545212,cg01146232,0.950561798,0.794103496,0.972906404,,,,,,,,,
SVM,cg04037038,cg09554951,cg13545212,cg01146232,0.961797753,0.912969101,0.978562421,,,,,,,,,
XGBoost,cg04037038,cg09554951,cg13545212,cg01146232,0.968539326,0.916737945,0.98241206,,,,,,,,,
RandomForest,cg04037038,cg09554951,cg13545212,cg01146232,0.973033708,0.919250508,0.984962406,,,,,,,,,
Logistic Regression,cg07445246,cg09554951,cg13545212,cg01146232,0.964044944,0.839169251,0.980246914,,,,,,,,,
SVM,cg07445246,cg09554951,cg13545212,cg01146232,0.968539326,0.916737945,0.98241206,,,,,,,,,
XGBoost,cg07445246,cg09554951,cg13545212,cg01146232,0.975280899,0.920506789,0.986232791,,,,,,,,,
RandomForest,cg07445246,cg09554951,cg13545212,cg01146232,0.975280899,0.911124773,0.986267166,,,,,,,,,
Logistic Regression,cg09293816,cg09554951,cg13545212,cg01146232,0.948314607,0.792847215,0.971639951,,,,,,,,,
SVM,cg09293816,cg09554951,cg13545212,cg01146232,0.961797753,0.894205068,0.978670013,,,,,,,,,
XGBoost,cg09293816,cg09554951,cg13545212,cg01146232,0.970786517,0.936758259,0.983606557,,,,,,,,,
RandomForest,cg09293816,cg09554951,cg13545212,cg01146232,0.975280899,0.920506789,0.986232791,,,,,,,,,
Logistic Regression,cg18710784,cg09554951,cg13545212,cg01146232,0.952808989,0.814123811,0.974042027,,,,,,,,,
SVM,cg18710784,cg09554951,cg13545212,cg01146232,0.968539326,0.897973912,0.9825,,,,,,,,,
XGBoost,cg18710784,cg09554951,cg13545212,cg01146232,0.952808989,0.84226986,0.97384807,,,,,,,,,
